Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
0rn3RZZWJz10OQts57pnX9,"4sQiXz6GYok2zyqMSHG0MX,5jHrsaNkl9n2qBGYXGiCFM,74hjtVEnADkw2SwqBuP2T8","Giorni matti (feat. Ape, Zampa)","Classe 73","Bassi Maestro,Ape,Zampa",2003-01-01,222000,43,spotify:user:gianvitot,2020-08-16T10:22:27Z,"italian hip hop,italian underground hip hop,rap napoletano",0.678,0.762,11,-7.328,1,0.349,0.2,0.00000272,0.139,0.557,180.205,4
39efIaQFmERjt8U71FrJzs,"1yq9UuPp5DIb5w6eswGbKV","L'Emozione Non Ha voce (Io Non So Parlar D'Amore)","Io Non So Parlar D'Amore","Adriano Celentano",1999-01-01,247533,59,spotify:user:gianvitot,2020-08-19T19:50:32Z,"classic italian pop,italian adult pop",0.587,0.411,11,-7.6,1,0.0423,0.632,0,0.209,0.198,133.931,4
0KligwQn4Iy344p2Q5m6k6,"61J0BktHv7PuP3tjTPYXSX,19YAQxr2xw4CZ6TlRwsY1C","Più bella cosa","Dove c'è musica","Eros Ramazzotti,Luca Bignardi",1996-04-30,265026,61,spotify:user:gianvitot,2020-08-19T19:51:17Z,"italian adult pop,mexican pop",0.691,0.76,8,-6.82,1,0.0262,0.0524,0,0.217,0.639,110.008,4
4Nwm4lvNRxXkGR6aMmtdKm,"5GtMEZEeFFsuHY8ad4kOxv","Fly Like an Eagle","Hits","Seal",2009-11-27,254773,52,spotify:user:gianvitot,2020-08-19T20:23:28Z,"british soul,soft rock",0.623,0.836,7,-4.729,1,0.0595,0.00697,0.00000341,0.0687,0.631,97.14,4
5V81mY8qT0LlqOq7W7hxEr,"1PjKnsWzJra4dV8OXiNC5F","Goodbye Philadelphia","East Of Angel Town (Standard Version)","Peter Cincotti",2007-09-04,252519,38,spotify:user:gianvitot,2020-09-03T06:56:27Z,"contemporary vocal jazz,vocal jazz",0.515,0.53,2,-7.351,1,0.0298,0.605,0,0.124,0.276,77.991,4
2XCjig44fEMxthBNotYr1n,"32ogthv0BdaSMPml02X9YB,7HRQKKdC8gtmcV3DyCmrAN","Wait for Now/Leave The World","To Believe","The Cinematic Orchestra,Tawiah",2019-03-15,431071,39,spotify:user:gianvitot,2020-09-19T18:08:31Z,"downtempo,electronica,ninja,nu jazz",0.155,0.337,3,-10.668,1,0.0361,0.808,0.447,0.0997,0.0395,62.04,4
1jNg1rfjc7V9wagU9Xjxq2,"4fpTMHe34LC5t3h5ztK8qu","SUMMER","EVERYTHING IS LOVE","The Carters",2018-06-18,285200,49,spotify:user:gianvitot,2020-09-23T13:02:51Z,"dance pop,pop,pop rap,r&b,urban contemporary",0.579,0.567,10,-6.389,1,0.067,0.114,0.0000125,0.324,0.546,135.55,4
3TR2GD03egdvE682ZZCL8t,"49faW2w8eguUIAG5c85KcD,7gjqZ8coFZimZDtdk04WP1","Forse ancora dorme","Love Anthem","Venerus,MACE",2019-06-21,261119,48,spotify:user:gianvitot,2020-12-08T06:44:10Z,"indie rock italiano,italian hip hop,italian indie pop,milan indie,r&b italiano,rome indie,funk carioca",0.716,0.477,5,-13.33,0,0.0645,0.61,0.00313,0.101,0.525,124.991,4
6Ahg1hncxUdK0ICqU03BCu,"3fhMfkPPzksWuw0hEm4ldm","Superclassico","Gemelli","Ernia",2020-06-18,172200,73,spotify:user:gianvitot,2020-12-08T06:45:01Z,"italian hip hop,italian pop,milan indie",0.623,0.663,11,-6.458,1,0.142,0.0624,0.00000449,0.0922,0.346,149.91,4
4E6cwWJWZw2zWf7VFbH7wf,"2Sqr0DXoaYABbjBo9HaMkM","Love Song","Little Voice","Sara Bareilles",2007-07-03,258826,76,spotify:user:gianvitot,2020-12-08T06:46:45Z,"acoustic pop,dance pop,lilith,neo mellow,pop,pop rock",0.583,0.786,2,-3.142,0,0.0301,0.0208,0,0.188,0.573,123.055,4
07rhyW77lp2bGv8EQoZy6k,"0WjcdSKSTiNtfM4uQDIPDm","We Are the World 25 for Haiti","We Are the World 25 for Haiti - Single","Artists for Haiti",2010-03-02,416777,51,spotify:user:gianvitot,2020-12-09T08:28:41Z,"musical advocacy",0.348,0.717,4,-5.634,1,0.0882,0.311,0,0.0786,0.28,66.21,4
6kAyAeTujv9xCciuSyrJwz,"2p2SZoUTvT4dbL2xXXJXwy","Guardia '82","Vol. 1","Brunori Sas",2009-06-19,268798,47,spotify:user:gianvitot,2020-12-17T18:21:22Z,"folk rock italiano,italian adult pop,italian alternative,italian indie pop",0.746,0.455,2,-6.481,1,0.0389,0.592,0,0.0775,0.387,109.999,3
3tN2RIJYSNoELqFlNFeP37,"1g5PorBgjWrL60NdotRE6Q","Real Girl","Real Girl","Mutya Buena",2007-01-01,208320,50,spotify:user:gianvitot,2020-12-30T10:09:59Z,"dance pop,europop",0.615,0.922,9,-3.312,1,0.122,0.0534,0,0.258,0.879,85.463,4
5QLUdCEJ1oJkFPiPg7sEdd,"70BYFdaZbEKbeauJ670ysI","How Did You Love - Piano Version","How Did You Love","Shinedown",2017-01-13,185973,59,spotify:user:gianvitot,2021-02-26T15:08:55Z,"alternative metal,nu metal,post-grunge",0.64,0.493,2,-8.471,0,0.0269,0.699,0,0.0586,0.579,93.022,4
4N14zpfgrRzC87uvx6X4zJ,"7i7EQonx0GrqoKiNQL4gFO","Nei giardini che nessuno sa - Remastered 2019","L'imperfetto","Renato Zero",1994-08-24,354493,44,spotify:user:gianvitot,2021-03-01T14:35:58Z,"classic italian pop,italian adult pop",0.604,0.723,10,-5.828,0,0.0305,0.332,0,0.0929,0.601,139.122,4
